Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
T cell differentiation,immune activation - generic cluster,4,12,33.33,8.566371540923447e-14,13.067203093297657
T cell differentiation,"T & B cell development, activation",3,12,25,4.9643317838488034e-8,7.3041392007672785
T cell differentiation,"T & B cell development, activation",3,12,25,4.9643317838488034e-8,7.3041392007672785
T cell differentiation,double positive thymocytes,3,12,25,4.6238591130232e-4,3.334995407149973
T cell differentiation,double positive thymocytes,3,12,25,4.6238591130232e-4,3.334995407149973
T cell differentiation,T cell surface signature,3,12,25,2.336863555210738e-6,5.631366644453722
T cell differentiation,T cell surface signature,3,12,25,2.336863555210738e-6,5.631366644453722
T cell differentiation,CD4 T cell surface signature Th2-stimulated,2,12,16.67,6.730380939561172e-5,4.171960354012677
T cell differentiation,CD4 T cell surface signature Th2-stimulated,2,12,16.67,6.730380939561172e-5,4.171960354012677
TLR and inflammatory signaling,myeloid cell enriched receptors and transporters,2,31,6.45,1.486802126344899e-18,17.827746826471124
TLR and inflammatory signaling,myeloid cell enriched receptors and transporters,2,31,6.45,1.486802126344899e-18,17.827746826471124
TLR and inflammatory signaling,regulation of antigen presentation and immune response,13,81,16.05,4.991225555964045e-18,17.30179280370688
TLR and inflammatory signaling,regulation of antigen presentation and immune response,13,81,16.05,4.991225555964045e-18,17.30179280370688
TLR and inflammatory signaling,enriched in monocytes (II),29,189,15.34,2.5356723829623384e-12,11.595906859411324
TLR and inflammatory signaling,enriched in monocytes (II),29,189,15.34,2.5356723829623384e-12,11.595906859411324
TLR and inflammatory signaling,inflammatory response,3,45,6.67,1.861624418943298e-7,6.730107933039561
TLR and inflammatory signaling,inflammatory response,3,45,6.67,1.861624418943298e-7,6.730107933039561
TLR and inflammatory signaling,"T cell surface, activation",4,45,8.89,5.584873256829901e-7,6.252986678319898
TLR and inflammatory signaling,"T cell surface, activation",4,45,8.89,5.584873256829901e-7,6.252986678319898
TLR and inflammatory signaling,immune activation - generic cluster,19,45,42.22,3.278120009550404e-28,27.484375151274527
TLR and inflammatory signaling,immune activation - generic cluster,19,45,42.22,3.278120009550404e-28,27.484375151274527
TLR and inflammatory signaling,enriched in neutrophils (I),8,45,17.78,1.707299861652749e-17,16.767690194864098
TLR and inflammatory signaling,enriched in neutrophils (I),8,45,17.78,1.707299861652749e-17,16.767690194864098
TLR and inflammatory signaling,complement and other receptors in DCs,4,45,8.89,1.3445065247923822e-7,6.87143708583603
TLR and inflammatory signaling,complement and other receptors in DCs,4,45,8.89,1.3445065247923822e-7,6.87143708583603
TLR and inflammatory signaling,enriched in myeloid cells and monocytes,2,45,4.44,5.457627238405095e-20,19.262996130416248
TLR and inflammatory signaling,enriched in myeloid cells and monocytes,2,45,4.44,5.457627238405095e-20,19.262996130416248
TLR and inflammatory signaling,viral sensing & immunity; IRF2 targets network (I),2,45,4.44,2.5566750378463653e-12,11.592324468781946
TLR and inflammatory signaling,viral sensing & immunity; IRF2 targets network (I),2,45,4.44,2.5566750378463653e-12,11.592324468781946
TLR and inflammatory signaling,enriched in monocytes (IV),6,45,13.33,6.789726933092904e-21,20.168147691674676
TLR and inflammatory signaling,enriched in monocytes (IV),6,45,13.33,6.789726933092904e-21,20.168147691674676
TLR and inflammatory signaling,recruitment of neutrophils,3,45,6.67,1.861624418943298e-7,6.730107933039561
TLR and inflammatory signaling,recruitment of neutrophils,3,45,6.67,1.861624418943298e-7,6.730107933039561
TLR and inflammatory signaling,MHC-TLR7-TLR8 cluster,2,45,4.44,2.5566750378463653e-12,11.592324468781946
TLR and inflammatory signaling,MHC-TLR7-TLR8 cluster,2,45,4.44,2.5566750378463653e-12,11.592324468781946
TLR and inflammatory signaling,enriched in neutrophils (II),3,45,6.67,2.444557317804341e-9,8.611799775330272
TLR and inflammatory signaling,enriched in neutrophils (II),3,45,6.67,2.444557317804341e-9,8.611799775330272
TLR and inflammatory signaling,Monocyte surface signature,17,45,37.78,3.7032250846375365e-16,15.431419890422815
TLR and inflammatory signaling,Monocyte surface signature,17,45,37.78,3.7032250846375365e-16,15.431419890422815
T cell differentiation via ITK and PKC,regulation of antigen presentation and immune response,2,81,2.47,7.787582737111042e-11,10.108597326261519
T cell differentiation via ITK and PKC,regulation of antigen presentation and immune response,2,81,2.47,7.787582737111042e-11,10.108597326261519
T cell differentiation via ITK and PKC,enriched in T cells (I),7,62,11.29,4.578754578754573e-4,3.3392526340327002
T cell differentiation via ITK and PKC,enriched in T cells (I),7,62,11.29,4.578754578754573e-4,3.3392526340327002
T cell differentiation via ITK and PKC,T cell activation (I),4,50,8,1.2481757910813346e-6,5.903724245006016
T cell differentiation via ITK and PKC,T cell activation (I),4,50,8,1.2481757910813346e-6,5.903724245006016
T cell differentiation via ITK and PKC,enriched in NK cells (I),4,49,8.16,1.4229204018327172e-6,5.846819393669545
T cell differentiation via ITK and PKC,enriched in NK cells (I),4,49,8.16,1.4229204018327172e-6,5.846819393669545
T cell differentiation via ITK and PKC,T cell activation (II),2,31,6.45,2.0114184200871501e-7,6.696497577024841
T cell differentiation via ITK and PKC,T cell activation (II),2,31,6.45,2.0114184200871501e-7,6.696497577024841
T cell differentiation via ITK and PKC,T cell activation (III),2,14,14.29,6.730380939561178e-5,4.171960354012677
T cell differentiation via ITK and PKC,T cell activation (III),2,14,14.29,6.730380939561178e-5,4.171960354012677
T cell differentiation via ITK and PKC,T cell differentiation,3,12,25,0.0013812812574422488,2.859717881075002
T cell differentiation via ITK and PKC,T cell differentiation,3,12,25,0.0013812812574422488,2.859717881075002
T cell differentiation via ITK and PKC,enriched in NK cells (receptor activation),2,11,18.18,2.6921523758244683e-5,4.569900362684715
T cell differentiation via ITK and PKC,enriched in NK cells (receptor activation),2,11,18.18,2.6921523758244683e-5,4.569900362684715
T cell differentiation via ITK and PKC,"IL2, IL7, TCR network",2,11,18.18,2.2114108801415331e-4,3.6553305580093403
T cell differentiation via ITK and PKC,"IL2, IL7, TCR network",2,11,18.18,2.2114108801415331e-4,3.6553305580093403
T cell differentiation via ITK and PKC,T cell surface signature,2,11,18.18,5.842158888026843e-7,6.233426635781685
T cell differentiation via ITK and PKC,T cell surface signature,2,11,18.18,5.842158888026843e-7,6.233426635781685
T cell differentiation (Th2),regulation of antigen presentation and immune response,5,81,6.17,1.4854295262932683e-11,10.828147947743167
T cell differentiation (Th2),regulation of antigen presentation and immune response,5,81,6.17,1.4854295262932683e-11,10.828147947743167
T cell differentiation (Th2),T cell activation and signaling,3,25,12,4.5079372987575045e-8,7.346022133218877
T cell differentiation (Th2),T cell activation and signaling,3,25,12,4.5079372987575045e-8,7.346022133218877
T cell differentiation (Th2),enriched in T cells (I),13,62,20.97,0.0033022533022532986,2.4811896168540755
T cell differentiation (Th2),enriched in T cells (I),13,62,20.97,0.0033022533022532986,2.4811896168540755
T cell differentiation (Th2),T cell activation (I),6,50,12,2.9600987995559216e-8,7.528693793202592
T cell differentiation (Th2),T cell activation (I),6,50,12,2.9600987995559216e-8,7.528693793202592
T cell differentiation (Th2),T cell activation (II),4,31,12.9,4.5843703484686246e-8,7.338720305133296
T cell differentiation (Th2),T cell activation (II),4,31,12.9,4.5843703484686246e-8,7.338720305133296
T cell differentiation (Th2),CD28 costimulation,4,10,40,0.002080299563137089,2.6818741221286473
T cell differentiation (Th2),CD28 costimulation,4,10,40,0.002080299563137089,2.6818741221286473
T cell differentiation (Th2),T cell differentiation,3,12,25,7.041013906002474e-5,4.1523647979492955
T cell differentiation (Th2),T cell differentiation,3,12,25,7.041013906002474e-5,4.1523647979492955
T cell differentiation (Th2),immune activation - generic cluster,7,17,41.18,2.383367148892578e-15,14.622809051041687
T cell differentiation (Th2),immune activation - generic cluster,7,17,41.18,2.383367148892578e-15,14.622809051041687
T cell differentiation (Th2),T cell activation (IV),2,17,11.76,3.6322690784933452e-6,5.439821986424002
T cell differentiation (Th2),T cell activation (IV),2,17,11.76,3.6322690784933452e-6,5.439821986424002
T cell differentiation (Th2),"T & B cell development, activation",4,17,23.53,9.72104664390022e-10,9.012286973016193
T cell differentiation (Th2),"T & B cell development, activation",4,17,23.53,9.72104664390022e-10,9.012286973016193
T cell differentiation (Th2),T cell surface signature,6,17,35.29,1.0284858947115288e-5,4.987801660110196
T cell differentiation (Th2),T cell surface signature,6,17,35.29,1.0284858947115288e-5,4.987801660110196
T cell differentiation (Th2),CD4 T cell surface signature Th2-stimulated,6,17,35.29,0.0059115179252479015,2.228300989183774
T cell differentiation (Th2),CD4 T cell surface signature Th2-stimulated,6,17,35.29,0.0059115179252479015,2.228300989183774
"RA, WNT, CSF receptors network (monocyte)",enriched in monocytes (II),6,189,3.17,1.3077436516328888e-8,7.8834773795532485
"RA, WNT, CSF receptors network (monocyte)",enriched in monocytes (II),6,189,3.17,1.3077436516328888e-8,7.8834773795532485
"RA, WNT, CSF receptors network (monocyte)",CD1 and other DC receptors,2,12,16.67,7.144558228149554e-4,3.1460246199182778
"RA, WNT, CSF receptors network (monocyte)",CD1 and other DC receptors,2,12,16.67,7.144558228149554e-4,3.1460246199182778
"RA, WNT, CSF receptors network (monocyte)",Resting dendritic cell surface signature,2,12,16.67,2.109190441812396e-11,10.675884205422092
"RA, WNT, CSF receptors network (monocyte)",Resting dendritic cell surface signature,2,12,16.67,2.109190441812396e-11,10.675884205422092
"cell activation (IL15, IL23, TNF)","myeloid, dendritic cell activation via NFkB (I)",6,15,40,0.006822923677480149,2.166029486793464
"cell activation (IL15, IL23, TNF)","myeloid, dendritic cell activation via NFkB (I)",6,15,40,0.006822923677480149,2.166029486793464
"cell activation (IL15, IL23, TNF)","myeloid, dendritic cell activation via NFkB (II)",3,15,20,4.8665831409134765e-5,4.312775852719814
"cell activation (IL15, IL23, TNF)","myeloid, dendritic cell activation via NFkB (II)",3,15,20,4.8665831409134765e-5,4.312775852719814
"cell activation (IL15, IL23, TNF)",antiviral IFN signature,2,15,13.33,7.112193428902243e-8,7.147996440457058
"cell activation (IL15, IL23, TNF)",antiviral IFN signature,2,15,13.33,7.112193428902243e-8,7.147996440457058
"cell activation (IL15, IL23, TNF)",chemokines and inflammatory molecules in myeloid cells,2,15,13.33,3.0226822072834523e-7,6.519607510406747
"cell activation (IL15, IL23, TNF)",chemokines and inflammatory molecules in myeloid cells,2,15,13.33,3.0226822072834523e-7,6.519607510406747
"cell activation (IL15, IL23, TNF)",complement activation (I),2,15,13.33,1.7535092103071284e-6,5.7560919486447215
"cell activation (IL15, IL23, TNF)",complement activation (I),2,15,13.33,1.7535092103071284e-6,5.7560919486447215
"cell activation (IL15, IL23, TNF)",cytokines - recepters cluster,2,15,13.33,4.2064880872257395e-5,4.376080336668601
"cell activation (IL15, IL23, TNF)",cytokines - recepters cluster,2,15,13.33,4.2064880872257395e-5,4.376080336668601
TLR8-BAFF network,myeloid cell enriched receptors and transporters,2,31,6.45,7.314248800316901e-7,6.135830270855104
TLR8-BAFF network,myeloid cell enriched receptors and transporters,2,31,6.45,7.314248800316901e-7,6.135830270855104
TLR8-BAFF network,enriched in monocytes (II),4,189,2.12,2.9721446628020207e-9,8.526930056039436
TLR8-BAFF network,enriched in monocytes (II),4,189,2.12,2.9721446628020207e-9,8.526930056039436
TLR8-BAFF network,immune activation - generic cluster,3,10,30,9.215339081902531e-13,12.03548868012045
TLR8-BAFF network,immune activation - generic cluster,3,10,30,9.215339081902531e-13,12.03548868012045
TLR8-BAFF network,enriched in monocytes (IV),3,10,30,1.9316946587251855e-7,6.714061521042065
TLR8-BAFF network,enriched in monocytes (IV),3,10,30,1.9316946587251855e-7,6.714061521042065
TLR8-BAFF network,enriched in monocytes (surface),2,10,20,4.1605991262741844e-5,4.380844126464665
TLR8-BAFF network,enriched in monocytes (surface),2,10,20,4.1605991262741844e-5,4.380844126464665
TLR8-BAFF network,Monocyte surface signature,4,10,40,1.761667524011527e-7,6.754076051719518
TLR8-BAFF network,Monocyte surface signature,4,10,40,1.761667524011527e-7,6.754076051719518
chemokine cluster (I),enriched in T cells (I),2,62,3.23,2.6192928406824702e-19,18.581815944116652
chemokine cluster (I),enriched in T cells (I),2,62,3.23,2.6192928406824702e-19,18.581815944116652
chemokine cluster (I),enriched in NK cells (I),2,49,4.08,2.743943460021748e-17,16.561624841672845
chemokine cluster (I),enriched in NK cells (I),2,49,4.08,2.743943460021748e-17,16.561624841672845
chemokine cluster (I),T cell activation (II),2,31,6.45,1.3059606421909285e-13,12.88406991122087
chemokine cluster (I),T cell activation (II),2,31,6.45,1.3059606421909285e-13,12.88406991122087
chemokine cluster (I),innate activation by cytosolic DNA sensing,3,11,27.27,9.087802714708413e-6,5.041541109542772
chemokine cluster (I),innate activation by cytosolic DNA sensing,3,11,27.27,9.087802714708413e-6,5.041541109542772
chemokine cluster (I),proinflammatory cytokines and chemokines,2,26,7.69,2.478491649465943e-6,5.605812539981332
chemokine cluster (I),proinflammatory cytokines and chemokines,2,26,7.69,2.478491649465943e-6,5.605812539981332
chemokine cluster (I),chemokines and receptors,4,26,15.38,7.724632307502155e-5,4.112122183828479
chemokine cluster (I),chemokines and receptors,4,26,15.38,7.724632307502155e-5,4.112122183828479
chemokine cluster (I),enriched in activated dendritic cells/monocytes,2,26,7.69,2.144018959165147e-9,8.668771378576096
chemokine cluster (I),enriched in activated dendritic cells/monocytes,2,26,7.69,2.144018959165147e-9,8.668771378576096
chemokine cluster (I),RIG-1 like receptor signaling,2,26,7.69,2.478491649465943e-6,5.605812539981332
chemokine cluster (I),RIG-1 like receptor signaling,2,26,7.69,2.478491649465943e-6,5.605812539981332
chemokine cluster (I),chemokines and inflammatory molecules in myeloid cells,4,26,15.38,6.110454033620695e-8,7.213926518567584
chemokine cluster (I),chemokines and inflammatory molecules in myeloid cells,4,26,15.38,6.110454033620695e-8,7.213926518567584
chemokine cluster (I),"proinflammatory dendritic cell, myeloid cell response",3,26,11.54,1.125156526582953e-6,5.9487870563058705
chemokine cluster (I),"proinflammatory dendritic cell, myeloid cell response",3,26,11.54,1.125156526582953e-6,5.9487870563058705
chemokine cluster (I),enriched in activated dendritic cells (II),3,26,11.54,2.9548050827550613e-13,12.529471162591832
chemokine cluster (I),enriched in activated dendritic cells (II),3,26,11.54,2.9548050827550613e-13,12.529471162591832
chemokine cluster (II),enriched in T cells (I),2,62,3.23,8.293813499448699e-13,12.081245734714823
chemokine cluster (II),enriched in T cells (I),2,62,3.23,8.293813499448699e-13,12.081245734714823
chemokine cluster (II),enriched in NK cells (I),2,49,4.08,1.2637992977231171e-11,10.898321890303777
chemokine cluster (II),enriched in NK cells (I),2,49,4.08,1.2637992977231171e-11,10.898321890303777
chemokine cluster (II),T cell activation (II),2,31,6.45,2.0225163302067457e-9,8.69410796311987
chemokine cluster (II),T cell activation (II),2,31,6.45,2.0225163302067457e-9,8.69410796311987
chemokine cluster (II),innate activation by cytosolic DNA sensing,3,11,27.27,3.365190469780593e-4,3.4729903496766577
chemokine cluster (II),innate activation by cytosolic DNA sensing,3,11,27.27,3.365190469780593e-4,3.4729903496766577
chemokine cluster (II),chemokines and receptors,4,15,26.67,0.0038699690402476863,2.4122925093230454
chemokine cluster (II),chemokines and receptors,4,15,26.67,0.0038699690402476863,2.4122925093230454
chemokine cluster (II),chemokines and inflammatory molecules in myeloid cells,2,15,13.33,3.0226822072834523e-7,6.519607510406747
chemokine cluster (II),chemokines and inflammatory molecules in myeloid cells,2,15,13.33,3.0226822072834523e-7,6.519607510406747
chemokine cluster (II),"proinflammatory dendritic cell, myeloid cell response",2,15,13.33,2.01911428186836e-5,4.694839099293013
chemokine cluster (II),"proinflammatory dendritic cell, myeloid cell response",2,15,13.33,2.01911428186836e-5,4.694839099293013
chemokine cluster (II),enriched in activated dendritic cells (II),2,15,13.33,5.44243781733091e-10,9.26420652429777
chemokine cluster (II),enriched in activated dendritic cells (II),2,15,13.33,5.44243781733091e-10,9.26420652429777
antigen presentation (lipids and proteins),regulation of antigen presentation and immune response,3,81,3.7,2.336274821133304e-9,8.631476071541858
antigen presentation (lipids and proteins),regulation of antigen presentation and immune response,3,81,3.7,2.336274821133304e-9,8.631476071541858
antigen presentation (lipids and proteins),T cell activation and signaling,3,25,12,1.1884049703849448e-5,4.9250355404713355
antigen presentation (lipids and proteins),T cell activation and signaling,3,25,12,1.1884049703849448e-5,4.9250355404713355
antigen presentation (lipids and proteins),T cell activation (I),2,50,4,4.3770045274623184e-9,8.358823004163472
antigen presentation (lipids and proteins),T cell activation (I),2,50,4,4.3770045274623184e-9,8.358823004163472
antigen presentation (lipids and proteins),enriched in monocytes (II),2,189,1.06,5.131642430336009e-14,13.289743612613188
antigen presentation (lipids and proteins),enriched in monocytes (II),2,189,1.06,5.131642430336009e-14,13.289743612613188
antigen presentation (lipids and proteins),immune activation - generic cluster,2,11,18.18,2.4062841407088285e-16,15.618653091270534
antigen presentation (lipids and proteins),immune activation - generic cluster,2,11,18.18,2.4062841407088285e-16,15.618653091270534
antigen presentation (lipids and proteins),CD1 and other DC receptors,4,11,36.36,0.034502262443438916,1.4621524256662872
antigen presentation (lipids and proteins),CD1 and other DC receptors,4,11,36.36,0.034502262443438916,1.4621524256662872
antigen presentation (lipids and proteins),enriched in antigen presentation (I),3,11,27.27,1.0561520859003705e-4,3.9762735388936146
antigen presentation (lipids and proteins),enriched in antigen presentation (I),3,11,27.27,1.0561520859003705e-4,3.9762735388936146
antigen presentation (lipids and proteins),enriched in antigen presentation (II),2,11,18.18,1.4260859644619395e-6,5.845854294423709
antigen presentation (lipids and proteins),enriched in antigen presentation (II),2,11,18.18,1.4260859644619395e-6,5.845854294423709
antigen presentation (lipids and proteins),enriched in antigen presentation (III),2,11,18.18,4.206488087225747e-5,4.3760803366686005
antigen presentation (lipids and proteins),enriched in antigen presentation (III),2,11,18.18,4.206488087225747e-5,4.3760803366686005
antigen presentation (lipids and proteins),MHC-TLR7-TLR8 cluster,3,11,27.27,1.5255530129672001e-4,3.8165726960261033
antigen presentation (lipids and proteins),MHC-TLR7-TLR8 cluster,3,11,27.27,1.5255530129672001e-4,3.8165726960261033
antigen presentation (lipids and proteins),Monocyte surface signature,2,11,18.18,2.1914880621683575e-11,10.6592608907634
antigen presentation (lipids and proteins),Monocyte surface signature,2,11,18.18,2.1914880621683575e-11,10.6592608907634
antigen presentation (lipids and proteins),DC surface signature,3,11,27.27,2.1286059481436844e-9,8.671904728597465
antigen presentation (lipids and proteins),DC surface signature,3,11,27.27,2.1286059481436844e-9,8.671904728597465
antigen presentation (lipids and proteins),Resting dendritic cell surface signature,4,11,36.36,8.680197497408815e-8,7.061470393365091
antigen presentation (lipids and proteins),Resting dendritic cell surface signature,4,11,36.36,8.680197497408815e-8,7.061470393365091
proinflammatory cytokines and chemokines,innate activation by cytosolic DNA sensing,2,11,18.18,7.144558228149559e-4,3.1460246199182773
proinflammatory cytokines and chemokines,innate activation by cytosolic DNA sensing,2,11,18.18,7.144558228149559e-4,3.1460246199182773
proinflammatory cytokines and chemokines,chemokine cluster (I),2,26,7.69,2.478491649465943e-6,5.605812539981332
proinflammatory cytokines and chemokines,chemokine cluster (I),2,26,7.69,2.478491649465943e-6,5.605812539981332
proinflammatory cytokines and chemokines,chemokines and receptors,2,10,20,7.144558228149571e-4,3.1460246199182764
proinflammatory cytokines and chemokines,chemokines and receptors,2,10,20,7.144558228149571e-4,3.1460246199182764
proinflammatory cytokines and chemokines,enriched in activated dendritic cells/monocytes,2,10,20,4.1605991262741844e-5,4.380844126464665
proinflammatory cytokines and chemokines,enriched in activated dendritic cells/monocytes,2,10,20,4.1605991262741844e-5,4.380844126464665
proinflammatory cytokines and chemokines,RIG-1 like receptor signaling,2,10,20,0.0010512363453539944,2.9782996322650668
proinflammatory cytokines and chemokines,RIG-1 like receptor signaling,2,10,20,0.0010512363453539944,2.9782996322650668
proinflammatory cytokines and chemokines,antiviral IFN signature,2,10,20,7.688463460577378e-6,5.114160445279069
proinflammatory cytokines and chemokines,antiviral IFN signature,2,10,20,7.688463460577378e-6,5.114160445279069
proinflammatory cytokines and chemokines,chemokines and inflammatory molecules in myeloid cells,3,10,30,1.8242626938279094e-4,3.7389126230990115
proinflammatory cytokines and chemokines,chemokines and inflammatory molecules in myeloid cells,3,10,30,1.8242626938279094e-4,3.7389126230990115
proinflammatory cytokines and chemokines,"proinflammatory dendritic cell, myeloid cell response",3,10,30,0.0030959752321981526,2.5092025223311016
proinflammatory cytokines and chemokines,"proinflammatory dendritic cell, myeloid cell response",3,10,30,0.0030959752321981526,2.5092025223311016
CORO1A-DEF6 network (I),CORO1A-DEF6 network (II),9,20,45,0.023745819397993317,1.6244128396053543
CORO1A-DEF6 network (I),CORO1A-DEF6 network (II),9,20,45,0.023745819397993317,1.6244128396053543
CORO1A-DEF6 network (II),CORO1A-DEF6 network (I),9,20,45,0.023745819397993317,1.6244128396053543
CORO1A-DEF6 network (II),CORO1A-DEF6 network (I),9,20,45,0.023745819397993317,1.6244128396053543
inflammatory response,regulation of antigen presentation and immune response,2,81,2.47,7.787582737111042e-11,10.108597326261519
inflammatory response,regulation of antigen presentation and immune response,2,81,2.47,7.787582737111042e-11,10.108597326261519
inflammatory response,B cell development,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
inflammatory response,B cell development,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
inflammatory response,enriched in monocytes (II),7,189,3.7,5.8895169453895395e-6,5.229920324322387
inflammatory response,enriched in monocytes (II),7,189,3.7,5.8895169453895395e-6,5.229920324322387
inflammatory response,TLR and inflammatory signaling,3,45,6.67,1.861624418943298e-7,6.730107933039561
inflammatory response,TLR and inflammatory signaling,3,45,6.67,1.861624418943298e-7,6.730107933039561
inflammatory response,inflammasome receptors and signaling,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
inflammatory response,inflammasome receptors and signaling,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
inflammatory response,enriched in myeloid cells and monocytes,2,11,18.18,7.758165205100747e-8,7.110240976617926
inflammatory response,enriched in myeloid cells and monocytes,2,11,18.18,7.758165205100747e-8,7.110240976617926
signaling in T cells (I),regulation of antigen presentation and immune response,2,81,2.47,2.184455185725393e-13,12.660656860449404
signaling in T cells (I),regulation of antigen presentation and immune response,2,81,2.47,2.184455185725393e-13,12.660656860449404
signaling in T cells (I),enriched in T cells (I),2,62,3.23,4.146906749724329e-12,11.382275730378806
signaling in T cells (I),enriched in T cells (I),2,62,3.23,4.146906749724329e-12,11.382275730378806
signaling in T cells (I),enriched in NK cells (I),3,49,6.12,1.0621530986641892e-9,8.973812879570097
signaling in T cells (I),enriched in NK cells (I),3,49,6.12,1.0621530986641892e-9,8.973812879570097
signaling in T cells (I),"proinflammatory dendritic cell, myeloid cell response",2,14,14.29,2.019114281868356e-5,4.694839099293014
signaling in T cells (I),"proinflammatory dendritic cell, myeloid cell response",2,14,14.29,2.019114281868356e-5,4.694839099293014
signaling in T cells (I),cytokines - recepters cluster,2,14,14.29,6.730380939561178e-5,4.171960354012677
signaling in T cells (I),cytokines - recepters cluster,2,14,14.29,6.730380939561178e-5,4.171960354012677
signaling in T cells (II),enriched in T cells (I),2,62,3.23,7.385139646816758e-10,9.131641288128804
signaling in T cells (II),enriched in T cells (I),2,62,3.23,7.385139646816758e-10,9.131641288128804
signaling in T cells (II),enriched in NK cells (I),4,49,8.16,1.4229204018327172e-6,5.846819393669545
signaling in T cells (II),enriched in NK cells (I),4,49,8.16,1.4229204018327172e-6,5.846819393669545
signaling in T cells (II),"proinflammatory dendritic cell, myeloid cell response",2,11,18.18,2.2114108801415364e-4,3.65533055800934
signaling in T cells (II),"proinflammatory dendritic cell, myeloid cell response",2,11,18.18,2.2114108801415364e-4,3.65533055800934
signaling in T cells (II),cytokines - recepters cluster,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
signaling in T cells (II),cytokines - recepters cluster,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
signaling in T cells (II),NK cell surface signature,2,11,18.18,6.11351407876565e-9,8.213709083322929
signaling in T cells (II),NK cell surface signature,2,11,18.18,6.11351407876565e-9,8.213709083322929
"T cell surface, activation",regulation of antigen presentation and immune response,4,81,4.94,7.008824463399897e-9,8.154354816822197
"T cell surface, activation",regulation of antigen presentation and immune response,4,81,4.94,7.008824463399897e-9,8.154354816822197
"T cell surface, activation",T cell activation and signaling,2,25,8,3.595174700324217e-7,6.444280001096577
"T cell surface, activation",T cell activation and signaling,2,25,8,3.595174700324217e-7,6.444280001096577
"T cell surface, activation",enriched in T cells (I),2,62,3.23,1.2308566078027964e-10,9.909792538512447
"T cell surface, activation",enriched in T cells (I),2,62,3.23,1.2308566078027964e-10,9.909792538512447
"T cell surface, activation",T cell activation (I),3,50,6,1.7508018109849208e-8,7.756763012835511
"T cell surface, activation",T cell activation (I),3,50,6,1.7508018109849208e-8,7.756763012835511
"T cell surface, activation",T cell activation (II),2,31,6.45,5.887078302694079e-8,7.230100187696953
"T cell surface, activation",T cell activation (II),2,31,6.45,5.887078302694079e-8,7.230100187696953
"T cell surface, activation",enriched in monocytes (II),4,189,2.12,1.0160652012065331e-11,10.993078422351655
"T cell surface, activation",enriched in monocytes (II),4,189,2.12,1.0160652012065331e-11,10.993078422351655
"T cell surface, activation",TLR and inflammatory signaling,4,45,8.89,5.584873256829901e-7,6.252986678319898
"T cell surface, activation",TLR and inflammatory signaling,4,45,8.89,5.584873256829901e-7,6.252986678319898
"T cell surface, activation",Monocyte surface signature,3,12,25,8.765952248673438e-11,10.057200899435438
"T cell surface, activation",Monocyte surface signature,3,12,25,8.765952248673438e-11,10.057200899435438
immune activation - generic cluster,myeloid cell enriched receptors and transporters,7,31,22.58,7.546587516140212e-32,31.122249387170363
immune activation - generic cluster,myeloid cell enriched receptors and transporters,7,31,22.58,7.546587516140212e-32,31.122249387170363
immune activation - generic cluster,enriched in monocytes (I),2,11,18.18,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,enriched in monocytes (I),2,11,18.18,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,regulation of antigen presentation and immune response,18,81,22.22,3.4210499366721205e-58,57.46584058642211
immune activation - generic cluster,regulation of antigen presentation and immune response,18,81,22.22,3.4210499366721205e-58,57.46584058642211
immune activation - generic cluster,T cell activation and signaling,5,25,20,1.1144834710306645e-28,27.952926368182762
immune activation - generic cluster,T cell activation and signaling,5,25,20,1.1144834710306645e-28,27.952926368182762
immune activation - generic cluster,enriched in T cells (I),11,62,17.74,5.712955827705151e-54,53.243139133870145
immune activation - generic cluster,enriched in T cells (I),11,62,17.74,5.712955827705151e-54,53.243139133870145
immune activation - generic cluster,T cell activation (I),7,50,14,2.5649683070147107e-50,49.59091799670174
immune activation - generic cluster,T cell activation (I),7,50,14,2.5649683070147107e-50,49.59091799670174
immune activation - generic cluster,enriched in NK cells (I),2,49,4.08,5.447044748846446e-59,58.26383905687351
immune activation - generic cluster,enriched in NK cells (I),2,49,4.08,5.447044748846446e-59,58.26383905687351
immune activation - generic cluster,T cell activation (II),4,31,12.9,3.0538417886586944e-37,36.51515346632751
immune activation - generic cluster,T cell activation (II),4,31,12.9,3.0538417886586944e-37,36.51515346632751
immune activation - generic cluster,B cell development,2,11,18.18,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,B cell development,2,11,18.18,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,enriched in monocytes (II),58,189,30.69,7.705739434017193e-72,71.11318568053996
immune activation - generic cluster,enriched in monocytes (II),58,189,30.69,7.705739434017193e-72,71.11318568053996
immune activation - generic cluster,CD28 costimulation,3,10,30,9.215339081902531e-13,12.03548868012045
immune activation - generic cluster,CD28 costimulation,3,10,30,9.215339081902531e-13,12.03548868012045
immune activation - generic cluster,T cell differentiation,4,12,33.33,8.566371540923447e-14,13.067203093297657
